"UK3CB_BAF_6Rnd_30mm_L21A1_APDS","30mm APDS"
"UK3CB_TKA_O_STATIC_GUN_NSV","Gunner (NSV)"
"UK3CB_TKA_O_STATIC_TRI_NSV","Asst Gunner (NSV)"
"UK3CB_TKA_O_STATIC_GUN_DSHKM","Gunner (DShkM)"
"UK3CB_TKA_O_STATIC_TRI_DSHKM_LOW","Asst Gunner (DShkM Low)"
"UK3CB_TKA_O_STATIC_TRI_DSHKM_HIGH","Asst Gunner (DShkM High)"
"UK3CB_TKA_O_STATIC_GUN_KORD","Gunner (Kord)"
"UK3CB_TKA_O_STATIC_TRI_KORD","Asst Gunner (Kord)"
"UK3CB_TKA_O_STATIC_GUN_METIS","Gunner (Metis)"
"UK3CB_TKA_O_STATIC_TRI_METIS","Asst Gunner (Metis)"
"UK3CB_TKA_O_STATIC_GUN_KORNET","Gunner (Kornet)"
"UK3CB_TKA_O_STATIC_TRI_KORNET","Asst Gunner (Kornet)"
"UK3CB_TKA_O_STATIC_GUN_AGS30","Gunner (AGS30)"
"UK3CB_TKA_O_STATIC_TRI_AGS30","Asst Gunner (AGS30)"
"UK3CB_TKA_O_STATIC_GUN_SPG9","Gunner (SPG-9)"
"UK3CB_TKA_O_STATIC_TRI_SPG9","Asst Gunner (SPG-9)"
"UK3CB_TKA_O_STATIC_GUN_PODNOS","Gunner (Podnos Mortar)"
"UK3CB_TKA_O_STATIC_TRI_PODNOS","Asst Gunner (Podnos Mortar)"
"UK3CB_TKA_O_B_RIF_Tan","UMBTS Backpack Tan"
"UK3CB_TKA_O_B_Ass","Assault pack"
"UK3CB_TKA_O_B_RPG","RPG Carrier"
"UK3CB_TKA_O_B_ENG_Tan","UMBTS Backpack Tan (Engineer)"
"UK3CB_TKA_O_B_RIF_Khk","UMBTS Backpack Khaki"
"UK3CB_TKA_O_B_ENG_Khk","UMBTS Backpack Khaki (Engineer)"
"UK3CB_TKA_O_Antonov_AN2","Antonov An-2"
"UK3CB_TKA_O_Antonov_AN2_Armed","Antonov An-2 (Armed)"
"UK3CB_TKA_O_BM21","Ural 4320 (BM-21 Grad)"
"UK3CB_TKA_O_BMP1","BMP-1"
"UK3CB_TKA_O_BMP2","BMP-2"
"UK3CB_TKA_O_BMP2K","BMP-2K"
"UK3CB_TKA_O_BTR60","BTR-60"
"UK3CB_TKA_O_L39_AA","Aero L-39 Albatros (AA)"
"UK3CB_TKA_O_L39_CAS","Aero L-39 Albatros (CAS)"
"UK3CB_TKA_O_L39_PYLON","Aero L-39 Albatros (Dynamic Loadout)"
"UK3CB_TKA_O_Mi_24P","Mil Mi-24P"
"UK3CB_TKA_O_Mi_24V","Mil Mi-24V"
"UK3CB_TKA_O_Mi8","Mil Mi-8 (Transport)"
"UK3CB_TKA_O_Mi8AMT","Mil Mi-8 (Unarmed)"
"UK3CB_TKA_O_Mi8AMTSh","Mil Mi-8 (Rockets)"
"UK3CB_TKA_O_RHIB","Rhib"
"UK3CB_TKA_O_RHIB_Gunboat","Rhib Gunboat"
"UK3CB_TKA_O_UAZ_Closed","UAZ-3151 (Closed)"
"UK3CB_TKA_O_UAZ_Open","UAZ-3151 (Open)"
"Flag_TKC","Flag (Takistan Civilians)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKC_B_CIV","Civilian"
"UK3CB_TKC_B_SPOT","Civilian Spotter"
"UK3CB_TKC_B_DOC","Civilian Medic"
"UK3CB_TKC_B_WORKER","Civilian Worker"
"UK3CB_TKC_B_PILOT","Civilian Pilot"
"UK3CB_TKC_B_B_Sidor","Sidor"
"UK3CB_TKC_B_B_Sidor_MED","Medical Sidor"
"UK3CB_TKC_B_Mi8AMT","Mil Mi-8 (Unarmed)"
"UK3CB_TKC_B_Antonov_AN2","Antonov An-2"
"UK3CB_TKC_B_Hatchback","Hatchback"
"UK3CB_TKC_B_Ikarus","Bus (Ikarus)"
"UK3CB_TKC_B_Kamaz_Open","Kamaz (Open)"
"UK3CB_TKC_B_Kamaz_Covered","Kamaz (Covered)"
"UK3CB_TKC_B_Kamaz_Repair","Kamaz (Repair)"
"UK3CB_TKC_B_Kamaz_Fuel","Kamaz (Fuel)"
"UK3CB_TKC_B_Lada","Lada 1500"
"UK3CB_TKC_B_Lada_Taxi","Lada 1500 Taxi"
"UK3CB_TKC_B_S1203","Skoda S1203"
"UK3CB_TKC_B_S1203_Amb","Skoda S1203 Ambulance"
"UK3CB_TKC_B_Sedan","Sedan"
"UK3CB_TKC_B_Skoda","Skoda 105"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKC_C_CIV","Civilian"
"UK3CB_TKC_C_SPOT","Civilian Spotter"
"UK3CB_TKC_C_DOC","Civilian Medic"
"UK3CB_TKC_C_WORKER","Civilian Worker"
"UK3CB_TKC_C_PILOT","Civilian Pilot"
"UK3CB_TKC_C_B_Sidor","Sidor"
"UK3CB_TKC_C_B_Sidor_MED","Medical Sidor"
"UK3CB_TKC_C_Mi8AMT","Mil Mi-8 (Unarmed)"
"UK3CB_TKC_C_Antonov_AN2","Antonov An-2"
"UK3CB_TKC_C_Hatchback","Hatchback"
"UK3CB_TKC_C_Ikarus","Bus (Ikarus)"
"UK3CB_TKC_C_Kamaz_Covered","Kamaz (Covered)"
"UK3CB_TKC_C_Kamaz_Fuel","Kamaz (Fuel)"
"UK3CB_TKC_C_Kamaz_Open","Kamaz (Open)"
"UK3CB_TKC_C_Kamaz_Repair","Kamaz (Repair)"
"UK3CB_TKC_C_Lada","Lada 1500"
"UK3CB_TKC_C_Lada_Taxi","Lada 1500 Taxi"
"UK3CB_TKC_C_S1203","Skoda S1203"
"UK3CB_TKC_C_S1203_Amb","Skoda S1203 Ambulance"
"UK3CB_TKC_C_Sedan","Sedan"
"UK3CB_TKC_C_Skoda","Skoda 105"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKC_I_CIV","Civilian"
"UK3CB_TKC_I_SPOT","Civilian Spotter"
"UK3CB_TKC_I_DOC","Civilian Medic"
"UK3CB_TKC_I_WORKER","Civilian Worker"
"UK3CB_TKC_I_PILOT","Civilian Pilot"
"UK3CB_TKC_I_B_Sidor","Sidor"
"UK3CB_TKC_I_B_Sidor_MED","Medical Sidor"
"UK3CB_TKC_I_Mi8AMT","Mil Mi-8 (Unarmed)"
"UK3CB_TKC_I_Antonov_AN2","Antonov An-2"
"UK3CB_TKC_I_Hatchback","Hatchback"
"UK3CB_TKC_I_Ikarus","Bus (Ikarus)"
"UK3CB_TKC_I_Kamaz_Covered","Kamaz (Covered)"
"UK3CB_TKC_I_Kamaz_Fuel","Kamaz (Fuel)"
"UK3CB_TKC_I_Kamaz_Open","Kamaz (Open)"
"UK3CB_TKC_I_Kamaz_Repair","Kamaz (Repair)"
"UK3CB_TKC_I_Lada","Lada 1500"
"UK3CB_TKC_I_Lada_Taxi","Lada 1500 Taxi"
"UK3CB_TKC_I_S1203","Skoda S1203"
"UK3CB_TKC_I_S1203_Amb","Skoda S1203 Ambulance"
"UK3CB_TKC_I_Sedan","Sedan"
"UK3CB_TKC_I_Skoda","Skoda 105"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKC_O_CIV","Civilian"
"UK3CB_TKC_O_SPOT","Civilian Spotter"
"UK3CB_TKC_O_DOC","Civilian Medic"
"UK3CB_TKC_O_WORKER","Civilian Worker"
"UK3CB_TKC_O_PILOT","Civilian Pilot"
"UK3CB_TKC_O_B_Sidor","Sidor"
"UK3CB_TKC_O_B_Sidor_MED","Medical Sidor"
"UK3CB_TKC_O_Mi8AMT","Mil Mi-8 (Unarmed)"
"UK3CB_TKC_O_Antonov_AN2","Antonov An-2"
"UK3CB_TKC_O_Hatchback","Hatchback"
"UK3CB_TKC_O_Ikarus","Bus (Ikarus)"
"UK3CB_TKC_O_Kamaz_Covered","Kamaz (Covered)"
"UK3CB_TKC_O_Kamaz_Fuel","Kamaz (Fuel)"
"UK3CB_TKC_O_Kamaz_Open","Kamaz (Open)"
"UK3CB_TKC_O_Kamaz_Repair","Kamaz (Repair)"
"UK3CB_TKC_O_Lada","Lada 1500"
"UK3CB_TKC_O_Lada_Taxi","Lada 1500 Taxi"
"UK3CB_TKC_O_S1203","Skoda S1203"
"UK3CB_TKC_O_S1203_Amb","Skoda S1203 Ambulance"
"UK3CB_TKC_O_Sedan","Sedan"
"UK3CB_TKC_O_Skoda","Skoda 105"
"Flag_TKM_O","Flag (Takistan Insurgents)"
"Flag_TKM_I","Flag (Takistan Tribal Fighters)"
"Flag_TKM_B","Flag (Takistan Pro-Government Militia)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKM_B_WAR","Militia Leader"
"UK3CB_TKM_B_SL","Section Leader"
"UK3CB_TKM_B_TL","Team Leader"
"UK3CB_TKM_B_MD","Medic"
"UK3CB_TKM_B_MG","Machine Gunner"
"UK3CB_TKM_B_MG_ASST","Machine Gunner Ammo Bearer"
"UK3CB_TKM_B_AT","Anti-tank (RPG-7)"
"UK3CB_TKM_B_AT_ASST","Anti-tank Assistant"
"UK3CB_TKM_B_AA","Anti-Air (Strela)"
"UK3CB_TKM_B_AA_ASST","Anti-Air Assistant"
"UK3CB_TKM_B_MK","Marksman"
"UK3CB_TKM_B_SNI","Sniper"
"UK3CB_TKM_B_SPOT","Spotter"
"UK3CB_TKM_B_ENG","Engineer"
"UK3CB_TKM_B_DEM","Demolition Expert"
"UK3CB_TKM_B_IED","Mine Layer"
"UK3CB_TKM_B_RIF_1","Rifleman (AKM)"
"UK3CB_TKM_B_RIF_2","Rifleman (AKMS)"
"UK3CB_TKM_B_LAT","LAT Rifleman"
"UK3CB_TKM_B_GL","Grenadier"
"UK3CB_TKM_B_AR","Automatic Rifleman"
"UK3CB_TKM_B_STATIC_GUN_NSV","Gunner (NSV)"
"UK3CB_TKM_B_STATIC_TRI_NSV","Asst Gunner (NSV)"
"UK3CB_TKM_B_STATIC_GUN_DSHKM","Gunner (DShkM)"
"UK3CB_TKM_B_STATIC_TRI_DSHKM_LOW","Asst Gunner (DShkM Low)"
"UK3CB_TKM_B_STATIC_TRI_DSHKM_HIGH","Asst Gunner (DShkM High)"
"UK3CB_TKM_B_STATIC_GUN_KORD","Gunner (Kord)"
"UK3CB_TKM_B_STATIC_TRI_KORD","Asst Gunner (Kord)"
"UK3CB_TKM_B_STATIC_GUN_AGS30","Gunner (AGS30)"
"UK3CB_TKM_B_STATIC_TRI_AGS30","Asst Gunner (AGS30)"
"UK3CB_TKM_B_STATIC_GUN_SPG9","Gunner (SPG-9)"
"UK3CB_TKM_B_STATIC_TRI_SPG9","Asst Gunner (SPG-9)"
"UK3CB_TKM_B_STATIC_GUN_PODNOS","Gunner (Podnos Mortar)"
"UK3CB_TKM_B_STATIC_TRI_PODNOS","Asst Gunner (Podnos Mortar)"
"UK3CB_TKM_B_B_Sidor_RIF","Rifleman Sidor"
"UK3CB_TKM_B_B_RPG","RPG Carrier"
"UK3CB_TKM_B_B_RIF","Rifleman Alice Pack (Khaki)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKM_I_WAR","Tribal Leader"
"UK3CB_TKM_I_SL","Section Leader"
"UK3CB_TKM_I_TL","Team Leader"
"UK3CB_TKM_I_MD","Medic"
"UK3CB_TKM_I_MG","Machine Gunner"
"UK3CB_TKM_I_MG_ASST","Machine Gunner Ammo Bearer"
"UK3CB_TKM_I_AT","Anti-tank (RPG-7)"
"UK3CB_TKM_I_AT_ASST","Anti-tank Assistant"
"UK3CB_TKM_I_AA","Anti-Air (Strela)"
"UK3CB_TKM_I_AA_ASST","Anti-Air Assistant"
"UK3CB_TKM_I_MK","Marksman"
"UK3CB_TKM_I_SNI","Sniper"
"UK3CB_TKM_I_SPOT","Spotter"
"UK3CB_TKM_I_ENG","Engineer"
"UK3CB_TKM_I_DEM","Demolition Expert"
"UK3CB_TKM_I_IED","IED Maker"
"UK3CB_TKM_I_RIF_1","Rifleman (AKM)"
"UK3CB_TKM_I_RIF_2","Rifleman (AKMS)"
"UK3CB_TKM_I_LAT","LAT Rifleman"
"UK3CB_TKM_I_GL","Grenadier"
"UK3CB_TKM_I_AR","Automatic Rifleman"
"UK3CB_TKM_I_STATIC_GUN_NSV","Gunner (NSV)"
"UK3CB_TKM_I_STATIC_TRI_NSV","Asst Gunner (NSV)"
"UK3CB_TKM_I_STATIC_GUN_DSHKM","Gunner (DShkM)"
"UK3CB_TKM_I_STATIC_TRI_DSHKM_LOW","Asst Gunner (DShkM Low)"
"UK3CB_TKM_I_STATIC_TRI_DSHKM_HIGH","Asst Gunner (DShkM High)"
"UK3CB_TKM_I_STATIC_GUN_KORD","Gunner (Kord)"
"UK3CB_TKM_I_STATIC_TRI_KORD","Asst Gunner (Kord)"
"UK3CB_TKM_I_STATIC_GUN_AGS30","Gunner (AGS30)"
"UK3CB_TKM_I_STATIC_TRI_AGS30","Asst Gunner (AGS30)"
"UK3CB_TKM_I_STATIC_GUN_SPG9","Gunner (SPG-9)"
"UK3CB_TKM_I_STATIC_TRI_SPG9","Asst Gunner (SPG-9)"
"UK3CB_TKM_I_STATIC_GUN_PODNOS","Gunner (Podnos Mortar)"
"UK3CB_TKM_I_STATIC_TRI_PODNOS","Asst Gunner (Podnos Mortar)"
"UK3CB_TKM_I_B_Sidor_RIF","Rifleman Sidor"
"UK3CB_TKM_I_B_RPG","RPG Carrier"
"UK3CB_TKM_I_B_RIF","Rifleman Alice Pack (Khaki)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKM_O_WAR","Warlord"
"UK3CB_TKM_O_SL","Section Leader"
"UK3CB_TKM_O_TL","Team Leader"
"UK3CB_TKM_O_MD","Medic"
"UK3CB_TKM_O_MG","Machine Gunner"
"UK3CB_TKM_O_MG_ASST","Machine Gunner Ammo Bearer"
"UK3CB_TKM_O_AT","Anti-tank (RPG-7)"
"UK3CB_TKM_O_AT_ASST","Anti-tank Assistant"
"UK3CB_TKM_O_AA","Anti-Air (Strela)"
"UK3CB_TKM_O_AA_ASST","Anti-Air Assistant"
"UK3CB_TKM_O_MK","Marksman"
"UK3CB_TKM_O_SNI","Sniper"
"UK3CB_TKM_O_SPOT","Spotter"
"UK3CB_TKM_O_ENG","Engineer"
"UK3CB_TKM_O_DEM","Demolition Expert"
"UK3CB_TKM_O_IED","IED Maker"
"UK3CB_TKM_O_RIF_1","Rifleman (AKM)"
"UK3CB_TKM_O_RIF_2","Rifleman (AKMS)"
"UK3CB_TKM_O_LAT","LAT Rifleman"
"UK3CB_TKM_O_GL","Grenadier"
"UK3CB_TKM_O_AR","Automatic Rifleman"
"UK3CB_TKM_O_STATIC_GUN_NSV","Gunner (NSV)"
"UK3CB_TKM_O_STATIC_TRI_NSV","Asst Gunner (NSV)"
"UK3CB_TKM_O_STATIC_GUN_DSHKM","Gunner (DShkM)"
"UK3CB_TKM_O_STATIC_TRI_DSHKM_LOW","Asst Gunner (DShkM Low)"
"UK3CB_TKM_O_STATIC_TRI_DSHKM_HIGH","Asst Gunner (DShkM High)"
"UK3CB_TKM_O_STATIC_GUN_KORD","Gunner (Kord)"
"UK3CB_TKM_O_STATIC_TRI_KORD","Asst Gunner (Kord)"
"UK3CB_TKM_O_STATIC_GUN_AGS30","Gunner (AGS30)"
"UK3CB_TKM_O_STATIC_TRI_AGS30","Asst Gunner (AGS30)"
"UK3CB_TKM_O_STATIC_GUN_SPG9","Gunner (SPG-9)"
"UK3CB_TKM_O_STATIC_TRI_SPG9","Asst Gunner (SPG-9)"
"UK3CB_TKM_O_STATIC_GUN_PODNOS","Gunner (Podnos Mortar)"
"UK3CB_TKM_O_STATIC_TRI_PODNOS","Asst Gunner (Podnos Mortar)"
"UK3CB_TKM_O_B_Sidor_RIF","Rifleman Sidor"
"UK3CB_TKM_O_B_RPG","RPG Carrier"
"UK3CB_TKM_O_B_RIF","Rifleman Alice Pack (Tan)"
"Flag_TKP","Flag (Takistan Police)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKP_B_SL","TKP Section Leader"
"UK3CB_TKP_B_QRF_SL","QRF Section Leader"
"UK3CB_TKP_B_CIB_SL","CIB Section Leader"
"UK3CB_TKP_B_TL","TKP Team Leader"
"UK3CB_TKP_B_QRF_TL","QRF Team Leader"
"UK3CB_TKP_B_CIB_TL","CIB Team Leader"
"UK3CB_TKP_B_MD","TKP Medic"
"UK3CB_TKP_B_QRF_MD","QRF Medic"
"UK3CB_TKP_B_CIB_MD","CIB Medic"
"UK3CB_TKP_B_MG","TKP Machine Gunner"
"UK3CB_TKP_B_QRF_MG","QRF Machine Gunner"
"UK3CB_TKP_B_CIB_MG","CIB Machine Gunner"
"UK3CB_TKP_B_AT","TKP Anti-tank (RPG-7)"
"UK3CB_TKP_B_QRF_AT","QRF Anti-Tank (RPG-7)"
"UK3CB_TKP_B_CIB_AT","CIB Anti-Tank (RPG-7)"
"UK3CB_TKP_B_MK","TKP Marksman"
"UK3CB_TKP_B_QRF_MK","QRF Marksman"
"UK3CB_TKP_B_CIB_MK","CIB Marksman"
"UK3CB_TKP_B_RIF_1","TKP Rifleman (AKM)"
"UK3CB_TKP_B_QRF_RIF_1","QRF Rifleman (AKM)"
"UK3CB_TKP_B_CIB_RIF_1","CIB Rifleman (AKM)"
"UK3CB_TKP_B_RIF_2","TKP Rifleman (AKMS)"
"UK3CB_TKP_B_QRF_RIF_2","QRF Rifleman (AKMS)"
"UK3CB_TKP_B_CIB_RIF_2","CIB Rifleman (AKMS)"
"UK3CB_TKP_B_AR","TKP Automatic Rifleman"
"UK3CB_TKP_B_QRF_AR","QRF Automatic Rifleman"
"UK3CB_TKP_B_CIB_AR","CIB Automatic Rifleman"
"UK3CB_TKP_B_ENG","TKP Engineer"
"UK3CB_TKP_B_QRF_ENG","QRF Engineer"
"UK3CB_TKP_B_CIB_ENG","CIB Engineer"
"UK3CB_TKP_B_OFF","TKP Officer"
"UK3CB_TKP_B_STATIC_GUN_NSV","TKP Gunner (NSV)"
"UK3CB_TKP_B_STATIC_TRI_NSV","TKP Asst Gunner (NSV)"
"UK3CB_TKP_B_STATIC_GUN_DSHKM","TKP Gunner (DShkM)"
"UK3CB_TKP_B_STATIC_TRI_DSHKM_LOW","TKP Asst Gunner (DShkM Low)"
"UK3CB_TKP_B_STATIC_TRI_DSHKM_HIGH","TKP Asst Gunner (DShkM High)"
"UK3CB_TKP_B_STATIC_GUN_KORD","TKP Gunner (Kord)"
"UK3CB_TKP_B_STATIC_TRI_KORD","TKP Asst Gunner (Kord)"
"UK3CB_TKP_B_B_ASS_BLK","Knapsack (Black)"
"UK3CB_TKP_B_B_ASS_TAN","Knapsack (Khaki)"
"UK3CB_TKP_B_B_MED_BLK","Knapsack Medical (Black)"
"UK3CB_TKP_B_B_MED_TAN","Knapsack Medical (Khaki)"
"UK3CB_TKP_B_B_RPG","RPG Carrier"
"UK3CB_TKP_B_Offroad","Offroad"
"UK3CB_TKP_B_Offroad_M2","Offroad (M2)"
"UK3CB_TKP_B_Hilux_Closed","Hilux Closed"
"UK3CB_TKP_B_Hilux_Open","Hilux Open"
"UK3CB_TKP_B_Lada_Police","Lada 1500 (Police)"
"UK3CB_TKP_B_LandRover_Open","Land Rover 110 (Open)"
"UK3CB_TKP_B_LandRover_Closed","Land Rover 110 (Closed)"
"UK3CB_TKP_B_LandRover_M2","Land Rover 110 (HMG)"
"UK3CB_TKP_B_Datsun_Pickup","Datsun 620 Pickup (Open)"
"UK3CB_TKP_B_Datsun_Pickup_PKM","Datsun 620 Pickup (PKM)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKP_I_SL","TKP Section Leader"
"UK3CB_TKP_I_QRF_SL","QRF Section Leader"
"UK3CB_TKP_I_CIB_SL","CIB Section Leader"
"UK3CB_TKP_I_TL","TKP Team Leader"
"UK3CB_TKP_I_QRF_TL","QRF Team Leader"
"UK3CB_TKP_I_CIB_TL","CIB Team Leader"
"UK3CB_TKP_I_MD","TKP Medic"
"UK3CB_TKP_I_QRF_MD","QRF Medic"
"UK3CB_TKP_I_CIB_MD","CIB Medic"
"UK3CB_TKP_I_MG","TKP Machine Gunner"
"UK3CB_TKP_I_QRF_MG","QRF Machine Gunner"
"UK3CB_TKP_I_CIB_MG","CIB Machine Gunner"
"UK3CB_TKP_I_AT","TKP Anti-tank (RPG-7)"
"UK3CB_TKP_I_QRF_AT","QRF Anti-tank (RPG-7)"
"UK3CB_TKP_I_CIB_AT","CIB Anti-tank (RPG-7)"
"UK3CB_TKP_I_MK","TKP Marksman"
"UK3CB_TKP_I_QRF_MK","QRF Marksman"
"UK3CB_TKP_I_CIB_MK","CIB Marksman"
"UK3CB_TKP_I_RIF_1","TKP Rifleman (AKM)"
"UK3CB_TKP_I_QRF_RIF_1","QRF Rifleman (AKM)"
"UK3CB_TKP_I_CIB_RIF_1","CIB Rifleman (AKM)"
"UK3CB_TKP_I_RIF_2","TKP Rifleman (AKMS)"
"UK3CB_TKP_I_QRF_RIF_2","QRF Rifleman (AKMS)"
"UK3CB_TKP_I_CIB_RIF_2","CIB Rifleman (AKMS)"
"UK3CB_TKP_I_AR","TKP Automatic Rifleman"
"UK3CB_TKP_I_QRF_AR","QRF Automatic Rifleman"
"UK3CB_TKP_I_CIB_AR","CIB Automatic Rifleman"
"UK3CB_TKP_I_ENG","TKP Engineer"
"UK3CB_TKP_I_QRF_ENG","QRF Engineer"
"UK3CB_TKP_I_CIB_ENG","CIB Engineer"
"UK3CB_TKP_I_OFF","TKP Officer"
"UK3CB_TKP_I_STATIC_GUN_NSV","TKP Gunner (NSV)"
"UK3CB_TKP_I_STATIC_TRI_NSV","TKP Asst Gunner (NSV)"
"UK3CB_TKP_I_STATIC_GUN_DSHKM","TKP Gunner (DShkM)"
"UK3CB_TKP_I_STATIC_TRI_DSHKM_LOW","TKP Asst Gunner (DShkM Low)"
"UK3CB_TKP_I_STATIC_TRI_DSHKM_HIGH","TKP Asst Gunner (DShkM High)"
"UK3CB_TKP_I_STATIC_GUN_KORD","TKP Gunner (Kord)"
"UK3CB_TKP_I_STATIC_TRI_KORD","TKP Asst Gunner (Kord)"
"UK3CB_TKP_I_B_ASS_TAN","Knapsack (Khaki)"
"UK3CB_TKP_I_B_ASS_BLK","Knapsack (Black)"
"UK3CB_TKP_I_B_ASS_MED_TAN","Knapsack Medical (Khaki)"
"UK3CB_TKP_I_B_ASS_MED_BLK","Knapsack Medical (Black)"
"UK3CB_TKP_I_B_RPG","RPG Carrier"
"UK3CB_TKP_I_Hilux_Closed","Hilux (Closed)"
"UK3CB_TKP_I_Hilux_Open","Hilux (Open)"
"UK3CB_TKP_I_Hilux_Dshkm","Hilux (DSHKM)"
"UK3CB_TKP_I_Hilux_PKM","Hilux (PKM)"
"UK3CB_TKP_I_Lada_Police","Lada 1500 (Police)"
"UK3CB_TKP_I_LandRover_Open","Land Rover 110 (Open)"
"UK3CB_TKP_I_LandRover_Closed","Land Rover 110 (Closed)"
"UK3CB_TKP_I_LandRover_M2","Land Rover 110 (HMG)"
"UK3CB_TKP_I_Datsun_Pickup","Datsun 620 Pickup (Open)"
"UK3CB_TKP_I_Datsun_Pickup_PKM","Datsun 620 Pickup (PKM)"
"uk3cb_enable_loadout","Enable 3CB unit loadout"
"uk3cb_enable_randomisation","Enable 3CB unit randomisation"
"uk3cb_force_loadout","Add 3CB unit loadout (Eden only)"
"UK3CB_TKP_O_SL","TKP Section Leader"
"UK3CB_TKP_O_QRF_SL","QRF Section Leader"
"UK3CB_TKP_O_CIB_SL","CIB Section Leader"
"UK3CB_TKP_O_TL","TKP Team Leader"
"UK3CB_TKP_O_QRF_TL","QRF Team Leader"
"UK3CB_TKP_O_CIB_TL","CIB Team Leader"
"UK3CB_TKP_O_MD","TKP Medic"
"UK3CB_TKP_O_QRF_MD","QRF Medic"
"UK3CB_TKP_O_CIB_MD","CIB Medic"
"UK3CB_TKP_O_MG","TKP Machine Gunner"
"UK3CB_TKP_O_QRF_MG","QRF Machine Gunner"
"UK3CB_TKP_O_CIB_MG","CIB Machine Gunner"
"UK3CB_TKP_O_AT","TKP Anti-tank (RPG-7)"
"UK3CB_TKP_O_QRF_AT","QRF Anti-tank (RPG-7)"
"UK3CB_TKP_O_CIB_AT","CIB Anti-tank (RPG-7)"
"UK3CB_TKP_O_MK","TKP Marksman"
"UK3CB_TKP_O_QRF_MK","QRF Marksman"
"UK3CB_TKP_O_CIB_MK","CIB Marksman"
"UK3CB_TKP_O_RIF_1","TKP Rifleman (AKM)"
"UK3CB_TKP_O_QRF_RIF_1","QRF Rifleman (AKM)"
"UK3CB_TKP_O_CIB_RIF_1","CIB Rifleman (AKM)"
"UK3CB_TKP_O_RIF_2","TKP Rifleman (AKMS)"
"UK3CB_TKP_O_QRF_RIF_2","QRF Rifleman (AKMS)"
"UK3CB_TKP_O_CIB_RIF_2","CIB Rifleman (AKMS)"
"UK3CB_TKP_O_AR","TKP Automatic Rifleman"
"UK3CB_TKP_O_QRF_AR","QRF Automatic Rifleman"
"UK3CB_TKP_O_CIB_AR","CIB Automatic Rifleman"
"UK3CB_TKP_O_ENG","TKP Engineer"
"UK3CB_TKP_O_QRF_ENG","QRF Engineer"
"UK3CB_TKP_O_CIB_ENG","CIB Engineer"
"UK3CB_TKP_O_OFF","TKP Officer"
"UK3CB_TKP_O_STATIC_GUN_NSV","TKP Gunner (NSV)"
"UK3CB_TKP_O_STATIC_TRI_NSV","TKP Asst Gunner (NSV)"
"UK3CB_TKP_O_STATIC_GUN_DSHKM","TKP Gunner (DShkM)"
"UK3CB_TKP_O_STATIC_TRI_DSHKM_LOW","TKP Asst Gunner (DShkM Low)"
"UK3CB_TKP_O_STATIC_TRI_DSHKM_HIGH","TKP Asst Gunner (DShkM High)"
"UK3CB_TKP_O_STATIC_GUN_KORD","TKP Gunner (Kord)"
"UK3CB_TKP_O_STATIC_TRI_KORD","TKP Asst Gunner (Kord)"
"UK3CB_TKP_O_B_ASS_BLK","Knapsack (Black)"
"UK3CB_TKP_O_B_ASS_MED_BLK","Knapsack Medical (Black)"
"UK3CB_TKP_O_B_RPG","RPG Carrier"
"UK3CB_TKP_O_Offroad","Offroad"
"UK3CB_TKP_O_Offroad_M2","Offroad (M2)"
"UK3CB_TKP_O_Hilux_Closed","Hilux Closed"
"UK3CB_TKP_O_Hilux_Open","Hilux Open"
"UK3CB_TKP_O_Lada_Police","Lada 1500 (Police)"
"UK3CB_TKP_O_LandRover_Open","Land Rover 110 (Open)"
"UK3CB_TKP_O_LandRover_Closed","Land Rover 110 (Closed)"
